latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-35.86936,148.86075,343.9,0.47,0.48,2020-01-24,0424,N,nominal,1.0NRT,306.8,16,D
-35.86511,148.85905,351.3,0.47,0.48,2020-01-24,0424,N,nominal,1.0NRT,305.5,20.3,D
-35.86644,148.8582,353.9,0.47,0.48,2020-01-24,0424,N,nominal,1.0NRT,305.5,22.9,D
-35.2826,149.96765,342.2,0.55,0.51,2020-01-24,0424,N,nominal,1.0NRT,307.6,15.2,D
-35.28402,149.96169,341.8,0.55,0.51,2020-01-24,0424,N,nominal,1.0NRT,306.3,7.8,D
-35.27942,149.95995,344.3,0.55,0.51,2020-01-24,0424,N,nominal,1.0NRT,308.4,5,D
-35.28333,149.96506,355.3,0.55,0.51,2020-01-24,0424,N,nominal,1.0NRT,308.8,19.5,D
-35.27873,149.9633,342.2,0.55,0.51,2020-01-24,0424,N,nominal,1.0NRT,306.2,7.7,D
-35.2174,149.90448,335.9,0.55,0.51,2020-01-24,0424,N,nominal,1.0NRT,305,9.8,D
-35.21881,149.89845,348.2,0.55,0.51,2020-01-24,0424,N,nominal,1.0NRT,312,9.8,D
-35.2128,149.90276,333.1,0.55,0.51,2020-01-24,0424,N,low,1.0NRT,304.4,41.1,D
-35.21423,149.8967,353,0.55,0.51,2020-01-24,0424,N,nominal,1.0NRT,318.8,41.1,D
-34.86052,150.05418,350.4,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,303.8,8.3,D
-34.85587,150.05234,347.8,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,304,8.2,D
-34.81204,150.17241,348.9,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,300.6,10.8,D
-34.81636,150.11143,367,0.57,0.52,2020-01-24,0424,N,high,1.0NRT,306.1,18.9,D
-34.81156,150.11014,349.6,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,303.1,25.2,D
-34.81326,150.10306,341.1,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,306.6,25.2,D
-34.78127,150.21518,353.5,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,301,14.9,D
-34.80837,150.10214,343.9,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,306,25.2,D
-34.81003,150.09521,347.9,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,307.1,27.9,D
-34.81147,150.0892,340.5,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,304,27.9,D
-34.80659,150.08824,343.6,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,301,8.5,D
-34.80334,150.08051,340,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,300.3,4.1,D
-34.79549,150.07072,367,0.57,0.52,2020-01-24,0424,N,high,1.0NRT,306.6,39.9,D
-34.79821,150.05937,367,0.57,0.52,2020-01-24,0424,N,high,1.0NRT,307.3,39.3,D
-34.79698,150.06451,354,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,313.4,39.3,D
-34.81222,150.11635,341.9,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,304.2,19.4,D
-34.81417,150.10788,347,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,305.8,19.4,D
-34.78287,150.22038,330.9,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,300.3,3.5,D
-34.78431,150.21425,353.8,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,302,7.4,D
-34.81093,150.09988,343.4,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,311.7,44.3,D
-34.81243,150.09346,335.8,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,303.6,44.3,D
-34.8076,150.0923,356.1,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,302.5,15.1,D
-34.809,150.0863,345.3,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,302.9,8.8,D
-34.79936,150.08394,330.8,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,299.5,5.9,D
-34.7961,150.0761,346.2,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,300.7,5.9,D
-34.79784,150.06862,351.4,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,303.9,8.5,D
-34.79919,150.06285,337.8,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,304.5,8.5,D
-34.80033,150.05797,330.5,0.57,0.52,2020-01-24,0424,N,low,1.0NRT,305.3,6.7,D
-34.79288,150.06808,367,0.57,0.52,2020-01-24,0424,N,high,1.0NRT,302.7,44.5,D
-34.79107,150.07582,342.4,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,300.8,12.4,D
-34.79428,150.06207,355.3,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,311.4,44.5,D
-34.79546,150.05702,349.9,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,304.5,11.8,D
-34.734,150.29697,340.4,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,296.2,4.3,D
-34.728,150.30049,342.2,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,299.9,13.1,D
-34.72951,150.2941,338.6,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,296.9,10.2,D
-34.72056,150.31004,332.9,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,295.4,5.6,D
-34.72212,150.30348,341.8,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,296.1,13.1,D
-34.71446,150.31396,367,0.59,0.53,2020-01-24,0424,N,high,1.0NRT,299.1,11.4,D
-34.71603,150.30736,337.1,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,296.4,11.4,D
-34.71291,150.29869,344.4,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,298.9,15.3,D
-34.70951,150.29124,345,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,297,13.7,D
-34.71087,150.28555,338,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,296,11.9,D
-34.70736,150.27855,352.9,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,298,11.9,D
-34.71363,150.2522,341.5,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,298.7,9.2,D
-34.69506,150.3085,334.4,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,294.7,3.3,D
-34.70387,150.27155,334.9,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,297.2,6.6,D
-34.71042,150.24402,333.6,0.59,0.52,2020-01-24,0424,N,nominal,1.0NRT,302.5,3.2,D
-34.70085,150.26254,343.4,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,298.2,6.6,D
-34.68711,150.2984,330.6,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,294.9,26.7,D
-34.68866,150.29196,339,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,295.6,92,D
-34.69312,150.27328,339.7,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,298,12.1,D
-34.69476,150.2664,345.9,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,298.7,6,D
-34.68702,150.27716,367,0.59,0.53,2020-01-24,0424,N,high,1.0NRT,300.2,12.1,D
-34.68097,150.30246,337,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,293.6,26.7,D
-34.68259,150.29567,351.6,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,295.7,26.7,D
-34.68551,150.28348,347.2,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,296.9,92,D
-34.69011,150.26424,335.5,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,297.9,6,D
-34.67472,150.30688,367,0.59,0.53,2020-01-24,0424,N,high,1.0NRT,295.4,28.3,D
-34.6731,150.31366,336.9,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,290,28.3,D
-34.67638,150.29999,351.2,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,293.7,54.7,D
-34.67793,150.29353,355.9,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,299.9,54.7,D
-34.67934,150.28764,345.8,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,296.4,36.3,D
-34.68396,150.26834,349.1,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,300.3,17.8,D
-34.68548,150.26202,337.9,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,300.8,8.5,D
-34.67012,150.30452,353.8,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,296.9,28.3,D
-34.67165,150.29814,355,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,299.3,54.7,D
-34.67318,150.29175,344.2,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,299.7,54.7,D
-34.67471,150.28537,330.9,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,295.7,36.3,D
-34.67937,150.26593,352.4,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,302.4,17.8,D
-34.68088,150.25966,351,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,304,8.5,D
-34.68235,150.25352,330.3,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,300.1,8.5,D
-34.66691,150.29631,347.2,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,299.1,7,D
-34.67616,150.25781,349.8,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,300.1,12.3,D
-34.67765,150.25159,353.5,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,302.9,12.3,D
-34.67913,150.24541,353.2,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,301.7,10,D
-34.6806,150.23926,341,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,299.5,10,D
-34.68213,150.23293,342.3,0.59,0.52,2020-01-24,0424,N,nominal,1.0NRT,301,6.4,D
-34.66372,150.28806,332.9,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,300.7,7,D
-34.67291,150.24983,353.9,0.59,0.53,2020-01-24,0424,N,nominal,1.0NRT,302.1,12.3,D
-34.67744,150.23096,340.3,0.59,0.52,2020-01-24,0424,N,nominal,1.0NRT,299,6.4,D
-34.36707,150.01361,332.2,0.58,0.52,2020-01-24,0424,N,low,1.0NRT,303.1,3.3,D
-34.36393,150.01692,338.8,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,304,11.7,D
-34.36552,150.01013,343.4,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,306.2,12.5,D
-34.35281,149.99876,331.1,0.58,0.52,2020-01-24,0424,N,low,1.0NRT,305,4.9,D
-34.29015,149.9391,352,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,302.9,7.4,D
-34.29163,149.93288,331.6,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,299.4,7.4,D
-34.28551,149.9371,331.3,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,298,7.4,D
-34.28699,149.93088,335.2,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,298.6,7.4,D
-34.28852,149.9245,338.4,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,298.6,7.1,D
-34.2877,149.9361,367,0.58,0.52,2020-01-24,0424,N,high,1.0NRT,301.1,22.8,D
-34.28915,149.92981,343.7,0.58,0.52,2020-01-24,0424,N,nominal,1.0NRT,300.4,18.8,D
-33.9128,149.68851,331.8,0.57,0.52,2020-01-24,0424,N,low,1.0NRT,306.4,3.3,D
-33.90339,149.68532,335.7,0.57,0.52,2020-01-24,0424,N,low,1.0NRT,307,7.8,D
-33.8924,149.68875,330,0.57,0.52,2020-01-24,0424,N,low,1.0NRT,304.7,4.5,D
-33.89382,149.6828,332,0.57,0.52,2020-01-24,0424,N,low,1.0NRT,305.6,4.5,D
-33.90965,149.68544,333.1,0.57,0.52,2020-01-24,0424,N,low,1.0NRT,307,4.4,D
-33.90494,149.68385,334.3,0.57,0.52,2020-01-24,0424,N,low,1.0NRT,309.1,4.4,D
-33.90628,149.67804,344.1,0.57,0.52,2020-01-24,0424,N,nominal,1.0NRT,308.3,4.4,D
-33.894,149.68724,330.7,0.57,0.52,2020-01-24,0424,N,low,1.0NRT,305,5.7,D
-33.88791,149.69164,330.2,0.57,0.52,2020-01-24,0424,N,low,1.0NRT,305.1,4.1,D
-34.76608,143.34866,353.6,0.42,0.38,2020-01-24,0424,N,nominal,1.0NRT,316.9,14.8,D
-34.76531,143.34995,343.5,0.42,0.38,2020-01-24,0424,N,nominal,1.0NRT,316.1,11.3,D
-34.76611,143.34534,341.8,0.42,0.38,2020-01-24,0424,N,low,1.0NRT,314.8,7.4,D
-33.10647,148.09406,338.6,0.49,0.48,2020-01-24,0424,N,low,1.0NRT,309.5,2.3,D
-33.10761,148.0889,337,0.49,0.48,2020-01-24,0424,N,low,1.0NRT,309,2.3,D
-33.10875,148.08374,340.3,0.49,0.48,2020-01-24,0424,N,nominal,1.0NRT,309.4,3,D
-33.10434,148.0824,340.8,0.49,0.48,2020-01-24,0424,N,nominal,1.0NRT,310.1,2.3,D
-33.10548,148.07722,340.7,0.49,0.48,2020-01-24,0424,N,low,1.0NRT,310.8,2.3,D
-33.01409,137.59744,345.1,0.42,0.38,2020-01-24,0424,N,nominal,1.0NRT,314.5,13.7,D
-33.00544,137.58192,346.6,0.42,0.38,2020-01-24,0424,N,nominal,1.0NRT,310.8,9.4,D
-30.87396,146.10875,340.3,0.42,0.45,2020-01-24,0424,N,low,1.0NRT,314.3,5.4,D
-30.86796,146.11644,349.8,0.42,0.45,2020-01-24,0424,N,nominal,1.0NRT,314,30.6,D
-30.86888,146.11201,355.2,0.42,0.45,2020-01-24,0424,N,nominal,1.0NRT,318.8,30.6,D
-30.8698,146.1076,352.3,0.42,0.45,2020-01-24,0424,N,nominal,1.0NRT,314.4,35.6,D
-30.5728,145.55138,346.8,0.4,0.44,2020-01-24,0424,N,nominal,1.0NRT,313.7,4.3,D
-29.96107,146.21832,337.7,0.45,0.47,2020-01-24,0424,N,nominal,1.0NRT,303.7,2.6,D
-24.92106,147.82802,341,0.35,0.57,2020-01-24,0424,N,nominal,1.0NRT,290,6.4,D
-24.91513,147.80858,336.2,0.35,0.57,2020-01-24,0424,N,nominal,1.0NRT,289.7,4.2,D
-21.44774,148.41148,367,0.45,0.63,2020-01-24,0424,N,low,1.0NRT,265.9,19.8,D
-21.44101,148.41423,342.8,0.45,0.63,2020-01-24,0424,N,nominal,1.0NRT,266.2,14.4,D
-21.44199,148.40994,367,0.45,0.63,2020-01-24,0424,N,low,1.0NRT,268.5,14.4,D
-24.0013,131.55516,338.1,0.43,0.46,2020-01-24,0424,N,nominal,1.0NRT,306.1,4.7,D
-23.2489,129.29671,338,0.57,0.52,2020-01-24,0430,N,nominal,1.0NRT,296.9,7.3,D
-20.1885,148.05861,352.9,0.45,0.63,2020-01-24,0430,N,nominal,1.0NRT,291.1,8.6,D
-20.19052,148.0583,342.3,0.45,0.63,2020-01-24,0430,N,nominal,1.0NRT,291.1,7.3,D
-20.2203,147.78374,352.2,0.44,0.62,2020-01-24,0430,N,nominal,1.0NRT,288.2,7,D
-20.21458,147.78241,337.9,0.44,0.62,2020-01-24,0430,N,nominal,1.0NRT,288.9,7,D
-20.21551,147.7782,367,0.43,0.62,2020-01-24,0430,N,low,1.0NRT,289.7,7,D
-19.93619,147.24316,346.2,0.41,0.6,2020-01-24,0430,N,nominal,1.0NRT,288.5,12.4,D
-19.93149,147.23795,338.6,0.41,0.6,2020-01-24,0430,N,nominal,1.0NRT,286.9,4.2,D
-20.58174,143.97905,334.3,0.5,0.49,2020-01-24,0430,N,nominal,1.0NRT,294.6,7.9,D
-19.78622,147.32364,367,0.42,0.61,2020-01-24,0430,N,high,1.0NRT,292.7,11.9,D
-19.7871,147.31967,367,0.41,0.61,2020-01-24,0430,N,high,1.0NRT,293,14,D
-19.78534,147.32761,333.1,0.42,0.61,2020-01-24,0430,N,nominal,1.0NRT,291.6,11.9,D
-19.78901,147.3243,348.7,0.42,0.61,2020-01-24,0430,N,nominal,1.0NRT,291.4,12.3,D
-19.78342,147.32292,367,0.42,0.61,2020-01-24,0430,N,high,1.0NRT,291.5,12.3,D
-19.78427,147.31894,367,0.42,0.61,2020-01-24,0430,N,high,1.0NRT,292.4,16.5,D
-19.73751,147.53563,341.3,0.43,0.62,2020-01-24,0430,N,nominal,1.0NRT,291.2,6.6,D
-18.34044,142.76712,344,0.46,0.47,2020-01-24,0430,N,nominal,1.0NRT,285.5,7.9,D
-18.33964,142.76772,345.8,0.46,0.47,2020-01-24,0430,N,nominal,1.0NRT,286,8,D
-18.48269,124.81093,338.9,0.49,0.65,2020-01-24,0430,N,nominal,1.0NRT,301.5,6.2,D
-18.48312,124.80614,351.3,0.49,0.65,2020-01-24,0430,N,nominal,1.0NRT,301.5,6.2,D
-18.48355,124.80134,343.2,0.49,0.65,2020-01-24,0430,N,nominal,1.0NRT,301.1,7.3,D
-18.48264,124.80798,350.5,0.49,0.65,2020-01-24,0430,N,nominal,1.0NRT,302.2,10.3,D
-18.4831,124.80318,354.5,0.49,0.65,2020-01-24,0430,N,nominal,1.0NRT,301.7,4.7,D
-18.48357,124.79839,331.3,0.49,0.65,2020-01-24,0430,N,nominal,1.0NRT,300.5,4.7,D
-12.86511,142.37657,332.8,0.54,0.51,2020-01-24,0430,N,nominal,1.0NRT,289,9,D
-12.80542,142.41231,334,0.54,0.51,2020-01-24,0430,N,nominal,1.0NRT,288.1,5.7,D
-14.42362,132.37466,349.8,0.45,0.39,2020-01-24,0430,N,low,1.0NRT,299.9,18.7,D
-14.42421,132.37045,339.8,0.45,0.39,2020-01-24,0430,N,low,1.0NRT,300.2,18.7,D
-14.42004,132.37411,338.6,0.45,0.39,2020-01-24,0430,N,low,1.0NRT,297.5,4.9,D
-14.42062,132.3699,333.8,0.45,0.39,2020-01-24,0430,N,low,1.0NRT,297,4.9,D
-32.82625,124.34277,343.8,0.6,0.53,2020-01-24,0606,N,nominal,1.0NRT,306.2,15,D
-32.60431,123.37987,338.2,0.54,0.51,2020-01-24,0606,N,nominal,1.0NRT,306.4,7.4,D
-32.44755,123.67493,340.7,0.57,0.52,2020-01-24,0606,N,nominal,1.0NRT,307.2,3.9,D
-32.44144,123.67948,345.1,0.57,0.52,2020-01-24,0606,N,nominal,1.0NRT,307.3,8.6,D
-30.86735,121.48904,350.5,0.46,0.47,2020-01-24,0606,N,nominal,1.0NRT,317.1,7.8,D
-20.94506,117.84554,342,0.44,0.46,2020-01-24,0606,N,low,1.0NRT,315.3,9.1,D
-20.94588,117.84134,351.4,0.44,0.46,2020-01-24,0606,N,nominal,1.0NRT,317.1,9.1,D
-20.94753,117.83284,345.8,0.44,0.46,2020-01-24,0606,N,nominal,1.0NRT,314.9,19.3,D
-20.94835,117.82861,353.9,0.44,0.46,2020-01-24,0606,N,nominal,1.0NRT,316.3,20.1,D
-20.94917,117.82437,343.3,0.44,0.46,2020-01-24,0606,N,nominal,1.0NRT,312.6,20.1,D
-20.94329,117.83191,348.5,0.44,0.46,2020-01-24,0606,N,nominal,1.0NRT,312.8,8.6,D
-20.94411,117.82769,343.6,0.44,0.46,2020-01-24,0606,N,nominal,1.0NRT,312.5,2.3,D
-20.79163,115.45375,341.8,0.49,0.4,2020-01-24,0606,N,low,1.0NRT,313,8,D
-20.79246,115.44902,335.9,0.49,0.4,2020-01-24,0606,N,low,1.0NRT,310.5,8,D
-37.20512,174.72061,304,0.46,0.64,2020-01-24,1224,N,nominal,1.0NRT,290.4,2.5,N
-39.48637,174.22244,297.3,0.43,0.62,2020-01-24,1224,N,nominal,1.0NRT,283.6,0.3,N
-39.97024,173.29451,303.5,0.46,0.63,2020-01-24,1224,N,nominal,1.0NRT,286.8,0.6,N
-37.60719,148.70863,299.9,0.49,0.65,2020-01-24,1406,N,nominal,1.0NRT,284.8,1.3,N
-37.60771,148.70689,307.1,0.49,0.65,2020-01-24,1406,N,nominal,1.0NRT,285.4,0.8,N
-37.67184,148.90474,298.7,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,279,0.9,N
-37.67975,148.93205,297.8,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,279.8,1.3,N
-37.67768,148.90242,298.8,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,279.2,0.7,N
-37.67916,148.90753,300.3,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,280.4,0.7,N
-37.6806,148.91252,295.5,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,279.4,0.7,N
-37.68204,148.91751,297,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,279.9,0.7,N
-37.68541,148.92915,298.3,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,279.8,2.3,N
-37.68694,148.93446,300,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,281.8,1.6,N
-37.68335,148.89955,296.3,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,279.9,0.7,N
-37.68485,148.90474,298.5,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,281.1,0.7,N
-37.68628,148.9097,296.6,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,280,0.7,N
-37.68776,148.91481,297.6,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,280.2,0.7,N
-37.69053,148.90189,295.2,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,281.6,1.5,N
-37.69506,148.91757,297.4,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,280.4,0.8,N
-37.70069,148.91457,296.8,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,281,0.8,N
-37.70221,148.91986,300.6,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,283.3,0.8,N
-37.68063,148.82246,296.9,0.48,0.65,2020-01-24,1406,N,nominal,1.0NRT,283.4,1.7,N
-37.68213,148.82765,309,0.48,0.64,2020-01-24,1406,N,nominal,1.0NRT,284.5,2,N
-37.70791,148.9171,298.3,0.47,0.64,2020-01-24,1406,N,nominal,1.0NRT,282.3,1.2,N
-37.8289,144.78513,309.5,0.74,0.76,2020-01-24,1406,N,nominal,1.0NRT,284.3,2,N
-37.83161,144.78856,309.6,0.74,0.76,2020-01-24,1406,N,nominal,1.0NRT,284.1,2.5,N
-19.52498,169.44823,347.5,0.4,0.37,2020-01-24,1400,N,nominal,1.0NRT,291.4,8.3,N
-19.52554,169.45198,317.6,0.4,0.37,2020-01-24,1400,N,nominal,1.0NRT,288.8,2,N
-19.52835,169.44756,351.4,0.4,0.37,2020-01-24,1400,N,nominal,1.0NRT,289.5,8.3,N
-19.5278,169.44383,302.5,0.4,0.37,2020-01-24,1400,N,nominal,1.0NRT,290.4,8.3,N
-19.52891,169.45132,318.3,0.4,0.37,2020-01-24,1400,N,nominal,1.0NRT,287.3,2,N
-19.53173,169.44699,310.1,0.4,0.37,2020-01-24,1400,N,nominal,1.0NRT,289.7,1.5,N
-21.05452,164.82721,314.1,0.44,0.38,2020-01-24,1400,N,nominal,1.0NRT,292.4,1.6,N
-21.46187,165.47194,329.3,0.41,0.37,2020-01-24,1400,N,nominal,1.0NRT,292.9,2.7,N
-21.4612,165.46799,304.9,0.41,0.37,2020-01-24,1400,N,nominal,1.0NRT,291.6,2.2,N
-21.4653,165.47122,315.8,0.41,0.37,2020-01-24,1400,N,nominal,1.0NRT,292.1,1.2,N
-22.25239,166.4425,317.3,0.39,0.36,2020-01-24,1400,N,nominal,1.0NRT,295.8,2,N
-28.88047,152.50996,303,0.51,0.66,2020-01-24,1400,N,nominal,1.0NRT,285.5,0.9,N
-32.00064,149.03973,301.6,0.66,0.73,2020-01-24,1400,N,nominal,1.0NRT,288.5,2.7,N
-32.03535,149.03275,300.3,0.66,0.73,2020-01-24,1400,N,nominal,1.0NRT,288.4,2,N
-39.15073,174.5219,295,0.37,0.58,2020-01-24,1400,N,nominal,1.0NRT,283.7,0.2,N
-35.27827,149.96358,299.5,0.49,0.65,2020-01-24,1400,N,nominal,1.0NRT,286.5,1.4,N
-35.27942,149.96484,298.8,0.48,0.65,2020-01-24,1400,N,nominal,1.0NRT,286.6,1.3,N
-35.94765,150.02087,298.4,0.46,0.64,2020-01-24,1400,N,nominal,1.0NRT,283.4,1.3,N
-35.95131,150.02272,296.2,0.46,0.64,2020-01-24,1400,N,nominal,1.0NRT,282.8,1.7,N
-35.99022,149.97905,295.6,0.46,0.64,2020-01-24,1400,N,nominal,1.0NRT,284.5,1.9,N
-39.97044,173.29721,307.8,0.32,0.55,2020-01-24,1400,N,nominal,1.0NRT,286.8,0.6,N
-39.97097,173.29953,307,0.32,0.55,2020-01-24,1400,N,nominal,1.0NRT,286.6,0.7,N
-35.98413,149.35466,295.8,0.5,0.66,2020-01-24,1400,N,nominal,1.0NRT,285.2,1.6,N
-35.99571,149.34889,295.5,0.5,0.66,2020-01-24,1400,N,nominal,1.0NRT,285.4,0.7,N
-35.8618,148.85527,334.6,0.53,0.67,2020-01-24,1400,N,nominal,1.0NRT,285.6,5.6,N
-35.98352,149.35381,295.7,0.5,0.66,2020-01-24,1400,N,nominal,1.0NRT,285.2,0.6,N
-35.99514,149.34821,297.1,0.5,0.66,2020-01-24,1400,N,nominal,1.0NRT,285.7,1.7,N
-35.8592,148.8584,301.6,0.53,0.67,2020-01-24,1400,N,nominal,1.0NRT,282.1,2.5,N
-35.86401,148.85156,333,0.53,0.67,2020-01-24,1400,N,nominal,1.0NRT,285.9,2.5,N
-35.86663,148.86055,307.5,0.53,0.67,2020-01-24,1400,N,nominal,1.0NRT,283.2,2.5,N
-35.8754,148.84399,313.8,0.53,0.67,2020-01-24,1400,N,nominal,1.0NRT,284.5,2.5,N
-35.88338,148.84799,298.2,0.53,0.67,2020-01-24,1400,N,nominal,1.0NRT,283.6,2.1,N
-21.20168,134.1608,328.3,0.57,0.52,2020-01-24,1542,N,nominal,1.0NRT,275.5,1.1,N
-28.99082,152.04515,302,0.44,0.63,2020-01-24,1542,N,nominal,1.0NRT,286.6,1.5,N
-29.96166,146.2159,324.4,0.41,0.45,2020-01-24,1542,N,nominal,1.0NRT,293.7,2.2,N
-29.96213,146.22023,322.5,0.41,0.45,2020-01-24,1542,N,nominal,1.0NRT,293.6,2.2,N
-30.86221,146.11481,309.9,0.42,0.45,2020-01-24,1542,N,nominal,1.0NRT,293.5,1.3,N
-30.86593,146.10977,310,0.42,0.45,2020-01-24,1542,N,nominal,1.0NRT,293.9,0.8,N
-30.86642,146.11421,309.9,0.42,0.45,2020-01-24,1542,N,nominal,1.0NRT,293.5,0.8,N
-30.87014,146.10915,305.1,0.42,0.45,2020-01-24,1542,N,nominal,1.0NRT,293.1,0.8,N
-30.86928,146.10741,308.5,0.42,0.45,2020-01-24,1542,N,nominal,1.0NRT,293.5,1.1,N
-30.44457,136.85785,305.9,0.44,0.38,2020-01-24,1542,N,nominal,1.0NRT,293.5,0.8,N
-31.8097,145.68976,315,0.4,0.45,2020-01-24,1542,N,nominal,1.0NRT,292.2,1.4,N
-32.99818,137.58916,329.6,0.4,0.37,2020-01-24,1542,N,nominal,1.0NRT,291.5,2.5,N
-33.00083,137.58409,308.1,0.4,0.37,2020-01-24,1542,N,nominal,1.0NRT,291.5,2.5,N
-33.0042,137.58327,313.2,0.4,0.37,2020-01-24,1542,N,nominal,1.0NRT,291.2,0.9,N
-33.00756,137.58247,307.1,0.4,0.37,2020-01-24,1542,N,nominal,1.0NRT,290.3,0.9,N
-33.00973,137.59523,305.3,0.4,0.37,2020-01-24,1542,N,nominal,1.0NRT,291.6,1,N
-33.0131,137.59442,301.7,0.4,0.37,2020-01-24,1542,N,nominal,1.0NRT,291,1.6,N
-33.01382,137.59868,316.8,0.4,0.37,2020-01-24,1542,N,nominal,1.0NRT,290.6,1.6,N
